DIA_file	individual_id	directory
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample223.raw	F140	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample181.raw	F141	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample182.raw	F142	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190919_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample165.raw	F143	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190919_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample166.raw	F144	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample171.raw	F148	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample186.raw	F155	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample203.raw	F159	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample174.raw	F164	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample218.raw	F170	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample234.raw	F175	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190925_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample201.raw	F178	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200326_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_AML384.raw	F180	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20191126_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample287.raw	F24	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200310_QX4_AsJa_SA_AMLpatientsLFQproteome_DIA_AML309.raw	F30	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190919_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample134.raw	F36	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190919_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample140.raw	F39	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20190919_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample139.raw	F41	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200310_QX4_AsJa_SA_AMLpatientsLFQproteome_DIA_AML365.raw	F48	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200218_QX4_AsJa_SA_AMLpatientsLFQproteome_DIA_AML317.raw	F64	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20191126_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample263.raw	F74	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200310_QX4_AsJa_SA_AMLpatientsLFQproteome_DIA_AML380.raw	F82	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20191126_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample293.raw	F86	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20200326_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_AML382.raw	F87	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
20191126_QX0_AsJa_SA_AMLpatientsLFQProteome_DIA_sample312.raw	F88	/data1/kentsisa/AML_proteogenomics/AML_Proteogenomic_Oellerich_PMID35245447/PXD023201
